IDTeme;PROGRAMNAJU;TEMATSKA OBLASTNAJU;Oblast akreditacije;TEMA;Datum početka;Datum završetka;Lokacija;Verifikacija;Broj realizovanih dana;Broj polaznika;Evaluacija opšta ocena;Tip obuke;Godina realizacije
2021-02-1610;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;PROGRAM OBUKE FUNKCIONERA I SLUŽBENIKA NA POLOŽAJU U JLS, SLUŽBENIKA KOJI SU RASPOREĐENI NA RADNA MESTA RUKOVODILACA ORGANIZACIONIH JEDINICAU GRADSKOJ, ODNOSNO OPŠTINSKOJ UPRAVI ILI UPRAVI GRADSKE OPŠTINE I SLUŽBENIKA KOJI SE PRIPREMAJU ZA RASPOREĐIVANjE NA RADNA MESTA RUKOVODILACA U JLS;LIČNI RAZVOJ I VEŠTINE;MOTIVACIJA ZAPOSLENIH;29.3.2021;-;LMS;onlajn sertifikat;0;29;;Modernizovane onlajn obuke;2023
2021-02-1617;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE LjUDSKIM RESURSIMA;LIČNI RAZVOJ I VEŠTINE;KORIGOVANjE LOŠEG RADNOG UČINKA I PONAŠANjA;29.3.2021;-;LMS;onlajn sertifikat;0;67;;Onlajn obuka;2022
2021-02-1617;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE LjUDSKIM RESURSIMA;LIČNI RAZVOJ I VEŠTINE;KORIGOVANjE LOŠEG RADNOG UČINKA I PONAŠANjA;29.3.2021;-;LMS;onlajn sertifikat;0;157;;Onlajn obuka;2021
2021-02-1617;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE LjUDSKIM RESURSIMA;LIČNI RAZVOJ I VEŠTINE;KORIGOVANjE LOŠEG RADNOG UČINKA I PONAŠANjA;29.3.2021;-;LMS;onlajn sertifikat;0;17;;Modernizovane onlajn obuke;2023
2021-02-0800;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE LjUDSKIM RESURSIMA;UPRAVLjANjE U JAVNOJ UPRAVI;RAZVOJ POSU - Predstavljanje POSU2021 kontakt osobama;2.4.2021;2.4.2021;NAPA Webex;bez potvrde;1;111;;Virtuelna učionica;2021
2021-02-1006;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;LIČNI RAZVOJ;LIČNI RAZVOJ I VEŠTINE;ANTI – STRES RADIONICA;12.4.2021;12.4.2021;NAPA Webex;potvrda;1;199;3,68;Virtuelna učionica;2021
2021-03-0203;PROGRAM OBUKE  RUKOVODILACA U DRŽAVNIM ORGANIMA;PROGRAM OBUKE DRŽAVNIH SLUŽBENIKA KOJI SE PRIPREMAJU ILI NALAZE NA RUKOVODEĆIM RADNIM MESTIMA;JAVNE FINANSIJE;FINANSIJSKO UPRAVLjANjE I KONTROLA - ONLAJN OBUKA;12.4.2021;-;LMS;onlajn sertifikat;0;143;;Onlajn obuka;2022
2021-03-0203;PROGRAM OBUKE  RUKOVODILACA U DRŽAVNIM ORGANIMA;PROGRAM OBUKE DRŽAVNIH SLUŽBENIKA KOJI SE PRIPREMAJU ILI NALAZE NA RUKOVODEĆIM RADNIM MESTIMA;JAVNE FINANSIJE;FINANSIJSKO UPRAVLjANjE I KONTROLA - ONLAJN OBUKA;12.4.2021;-;LMS;onlajn sertifikat;0;217;;Onlajn obuka;2021
2021-03-0203;PROGRAM OBUKE  RUKOVODILACA U DRŽAVNIM ORGANIMA;PROGRAM OBUKE DRŽAVNIH SLUŽBENIKA KOJI SE PRIPREMAJU ILI NALAZE NA RUKOVODEĆIM RADNIM MESTIMA;JAVNE FINANSIJE;FINANSIJSKO UPRAVLjANjE I KONTROLA - ONLAJN OBUKA;12.4.2021;-;LMS;onlajn sertifikat;0;70;;Onlajn obuka;2023
2021-02-0106;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;JAVNE POLITIKE;SISTEM JAVNE UPRAVE;AKCIONI PLAN ZA SPROVOĐENjE PROGRAMA VLADE - PROCES IZRADE, SPROVOĐENjA I IZVEŠTAVANjA;13.4.2021;13.4.2021;NAPA Webex;potvrda;1;21;3,85;Virtuelna učionica;2021
2021-02-1006;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;LIČNI RAZVOJ;LIČNI RAZVOJ I VEŠTINE;ANTI – STRES RADIONICA;14.4.2021;14.4.2021;NAPA Webex;potvrda;1;210;3,77;Virtuelna učionica;2021
2021-02-1006;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;LIČNI RAZVOJ;LIČNI RAZVOJ I VEŠTINE;ANTI – STRES RADIONICA;16.4.2021;16.4.2021;NAPA Webex;potvrda;1;189;3,59;Virtuelna učionica;2021
2021-02-0810;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE LjUDSKIM RESURSIMA;UPRAVLjANjE U JAVNOJ UPRAVI;VREDNOVANjE RADNE USPEŠNOSTI;19.4.2021;19.4.2021;NAPA Webex;sertifikat;1;33;3,66;Virtuelna učionica;2021
2021-02-1002-00;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE LjUDSKIM RESURSIMA;SISTEM JAVNE UPRAVE;BEZBEDNOST I ZDRAVLjE NA RADU - Prva pomoć;21.4.2021;21.4.2021;NAJU;bez potvrde;1;10;;Klasična učionica;2021
2021-02-1101;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;PREVENCIJA KORUPCIJE;SISTEM JAVNE UPRAVE;ETIKA I INTEGRITET;21.4.2021;21.4.2021;NAPA Webex;potvrda;1;147;3,73;Virtuelna učionica;2021
2020-02-1400;POSEBNI DOGAĐAJI;DIGITALNA PISMENOST;0;LMS Virtuelna učionica - Obuka koordinatora;23.4.2021;23.4.2021;NAPA Webex;bez potvrde;1;8;;Virtuelna učionica;2021
2021-06-0401;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA ZAPOSLENIH U JEDINICAMA LOKALNE SAMOUPRAVE;UPRAVA I JAVNE USLUGE;E-UPRAVA I DIGITALIZACIJA;ELEKTRONSKI DOKUMENT, ELEKTRONSKA IDENTIFIKACIJA I USLUGE OD POVERENjA U ELEKTRONSKOM POSLOVANjU;23.4.2021;23.4.2021;NAPA Webex;potvrda;1;166;3,60;Virtuelna učionica;2021
2021-02-1406;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PODACIMA;E-UPRAVA I DIGITALIZACIJA;KAKO DA KORISTITE PIVOT TABELE U EKSELU?;26.4.2021;26.4.2021;NAPA Webex;sertifikat;1;11;3,64;Virtuelna učionica;2021
2021-00;POSEBNI DOGAĐAJI;KONFERENCIJE;0;Konferencija - STRUČNO USAVRŠAVANjE U DOBA COVID-a;27.4.2021;27.4.2021;Zoom, YouTube;bez potvrde;1;269;;Virtuelna učionica;2021
2021-02-1502;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;TRENING TRENERA;KAKO PRIPREMITI I SPROVESTI USPEŠAN VEBINAR?;28.4.2021;28.4.2021;NAPA Webex;sertifikat;1;31;3,80;Virtuelna učionica;2021
2021-02-0800;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;UPRAVLjANjE U JAVNOJ UPRAVI;OBUKE ZA ZAPOSLENE NAJU;29.4.2021;-;LMS;bez potvrde;0;29;;Onlajn obuka;2021
2021-02-1502;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;TRENING TRENERA;KAKO PRIPREMITI I SPROVESTI USPEŠAN VEBINAR? - Vebinar kroz Webex CHU;29.4.2021;29.4.2021;NAPA Webex;bez potvrde;1;10;3,70;Virtuelna učionica;2021
2021-02-1101;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;PREVENCIJA KORUPCIJE;SISTEM JAVNE UPRAVE;ETIKA I INTEGRITET;5.5.2021;5.5.2021;NAPA Webex;potvrda;1;100;3,76;Virtuelna učionica;2021
2021-02-1422;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;DIGITALNA PISMENOST;E-UPRAVA I DIGITALIZACIJA;TABELARNE KALKULACIJE;10.5.2021;11.5.2021;NAJU, NAPA Webex;sertifikat;2;18;3,96;Hibridna obuka;2021
2021-03-0203;PROGRAM OBUKE  RUKOVODILACA U DRŽAVNIM ORGANIMA;PROGRAM OBUKE DRŽAVNIH SLUŽBENIKA KOJI SE PRIPREMAJU ILI NALAZE NA RUKOVODEĆIM RADNIM MESTIMA;JAVNE FINANSIJE;OSNOVNA OBUKA ZA FINANSIJSKO UPRAVLjANjE I KONTROLU - CHU ;10.5.2021;14.5.2021;NAPA Webex;potvrda;5;137;3,41;Virtuelna učionica;2021
2021-02-0108;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;JAVNE POLITIKE;SISTEM JAVNE UPRAVE;KORIŠĆENjE JEDINSTVENOG INFORMACIONOG SISTEMA ZA PLANIRANjE, PRAĆENjE SPROVOĐENjA, KOORDINACIJU JAVNIH POLITIKA I IZVEŠTAVANjE;11.5.2021;11.5.2021;NAPA Webex;sertifikat;1;50;3,38;Virtuelna učionica;2021
2021-00;POSEBNI DOGAĐAJI;SUSRETI U NAJU;0;Svečana ceremonija - PROGRAM STRUČNOG OSPOSOBLjAVANjA VISOKOOBRAZOVANIH NEZAPOSLENIH PRIPADNIKA ROMSKE NACIONALNOSTI;12.5.2021;12.5.2021;NAJU, NAPA Webex;bez potvrde;1;40;;Klasična učionica;2021
2021-01-0202;UVODNI PROGRAM OBUKE DRŽAVNIH SLUŽBENIKA;UVODNI PROGRAM OBUKE ZA SLUŽBENIKE SA STEČENIM VISOKIM OBRAZOVANjEM;SISTEM JAVNE UPRAVE;SISTEM DRŽAVNE UPRAVE;13.5.2021;13.5.2021;NAPA Webex;sertifikat;1;21;3,59;Virtuelna učionica;2021
2021-02-1406;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PODACIMA;E-UPRAVA I DIGITALIZACIJA;KAKO DA KORISTITE PIVOT TABELE U EKSELU?;14.5.2021;14.5.2021;NAPA Webex;sertifikat;1;23;3,77;Virtuelna učionica;2021
2021-02-1203;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;POSLOVNA KOMUNIKACIJA;SISTEM JAVNE UPRAVE;PISANA KOMUNIKACIJA;17.5.2021;17.5.2021;Uprava za trezor Inhouse;sertifikat;1;17;3,85;Klasična učionica;2021
2021-08-0311;PROGRAM OBUKE RUKOVODILACA U JEDINICAMA LOKALNE SAMOUPRAVE;LIČNI RAZVOJ;LIČNI RAZVOJ I VEŠTINE;UPRAVLjANjE EFIKASNIM TIMOVIMA;17.5.2021;17.5.2021;NAPA Webex;potvrda;1;36;3,86;Virtuelna učionica;2021
2021-02-0800;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE LjUDSKIM RESURSIMA;UPRAVLjANjE U JAVNOJ UPRAVI;Predstavljanje E-AA rukovodiocima u JLS;18.5.2021;18.5.2021;NAPA Webex;bez potvrde;1;34;;Virtuelna učionica;2021
2021-02-1203;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;POSLOVNA KOMUNIKACIJA;SISTEM JAVNE UPRAVE;PISANA KOMUNIKACIJA;18.5.2021;18.5.2021;Uprava za trezor Inhouse;sertifikat;1;14;3,88;Klasična učionica;2021
2021-02-1424;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;E-UPRAVA I DIGITALIZACIJA;NAPREDNA OBRADA TEKSTA ;18.5.2021;20.5.2021;NAJU, NAPA Webex;sertifikat;3;13;3,73;Hibridna obuka;2021
2021-02-1424;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;E-UPRAVA I DIGITALIZACIJA;NAPREDNA OBRADA TEKSTA ;18.5.2021;20.5.2021;NAJU, NAPA Webex;sertifikat;3;15;3,83;Hibridna obuka;2021
2021-02-0602;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;UPRAVLjANjE MEĐUNARODNOM RAZVOJNOM POMOĆI I FONDOVIMA EU;UPRAVLjANjE PROJEKTNIM CIKLUSOM;19.5.2021;19.5.2021;NAPA Webex;sertifikat;1;56;3,41;Virtuelna učionica;2021
2021-01-0204;UVODNI PROGRAM OBUKE DRŽAVNIH SLUŽBENIKA;UVODNI PROGRAM OBUKE ZA SLUŽBENIKE SA STEČENIM VISOKIM OBRAZOVANjEM;SISTEM JAVNE UPRAVE;KANCELARIJSKO POSLOVANjE;20.5.2021;20.5.2021;NAPA Webex;sertifikat;1;21;3,76;Virtuelna učionica;2021
2021-02-1406;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PODACIMA;E-UPRAVA I DIGITALIZACIJA;KAKO DA KORISTITE PIVOT TABELE U EKSELU?;21.5.2021;21.5.2021;NAPA Webex;sertifikat;1;21;3,81;Virtuelna učionica;2021
2021-02-1203;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;POSLOVNA KOMUNIKACIJA;SISTEM JAVNE UPRAVE;PISANA KOMUNIKACIJA;24.5.2021;24.5.2021;Uprava za trezor Inhouse;sertifikat;1;19;3,84;Klasična učionica;2021
2021-02-1508;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;TRENING TRENERA;"""PREWORK - POSTWORK"" AKTIVNOSTI";24.5.2021;24.5.2021;NAPA Webex;potvrda;1;22;3,78;Virtuelna učionica;2021
2021-02-0910;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;ZAŠTITA LjUDSKIH PRAVA I TAJNOSTI PODATAKA;SISTEM JAVNE UPRAVE;ZAŠTITA PODATAKA O LIČNOSTI;25.5.2021;25.5.2021;NAPA Webex;potvrda;1;74;3,56;Virtuelna učionica;2021
2021-02-1423;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;DIGITALNA PISMENOST;E-UPRAVA I DIGITALIZACIJA;NAPREDNE TABELARNE KALKULACIJE;25.5.2021;27.5.2021;NAJU, NAPA Webex;sertifikat;3;13;3,79;Hibridna obuka;2021
2021-02-1423;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;DIGITALNA PISMENOST;E-UPRAVA I DIGITALIZACIJA;NAPREDNE TABELARNE KALKULACIJE;25.5.2021;27.5.2021;NAJU, NAPA Webex;sertifikat;3;14;3,94;Hibridna obuka;2021
2021-02-0208;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;SISTEM JAVNE UPRAVE;"KREATIVNO KORISNIČKI ORIJENTISANO KREIRANjE USLUGA I POLITIKA (""DESIGN THINKING"") – ONLAJN OBUKA";26.5.2021;-;LMS;onlajn sertifikat;0;64;;Onlajn obuka;2022
2021-02-0208;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;SISTEM JAVNE UPRAVE;"KREATIVNO KORISNIČKI ORIJENTISANO KREIRANjE USLUGA I POLITIKA (""DESIGN THINKING"") – ONLAJN OBUKA";26.5.2021;-;LMS;onlajn potvrda;0;165;;Onlajn obuka;2021
2021-02-0208;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;SISTEM JAVNE UPRAVE;"KREATIVNO KORISNIČKI ORIJENTISANO KREIRANjE USLUGA I POLITIKA (""DESIGN THINKING"") – ONLAJN OBUKA";26.5.2021;-;LMS;onlajn sertifikat;0;28;;Onlajn obuka;2023
2021-02-0505;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;RODNA RAVNORAVNOST;JAVNE FINANSIJE;RODNO ODGOVORNO BUDžETIRANjE;26.5.2021;26.5.2021;NAPA Webex;sertifikat;1;37;3,45;Virtuelna učionica;2021
2021-02-1502;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;TRENING TRENERA;KAKO PRIPREMITI I SPROVESTI USPEŠAN VEBINAR? - Vebinar kroz Webex realizatori planirani u junu;26.5.2021;26.5.2021;NAPA Webex;bez potvrde;1;8;3,86;Virtuelna učionica;2021
2021-01-0205;UVODNI PROGRAM OBUKE DRŽAVNIH SLUŽBENIKA;UVODNI PROGRAM OBUKE ZA SLUŽBENIKE SA STEČENIM VISOKIM OBRAZOVANjEM;SISTEM JAVNE UPRAVE;RADNO ZAKONODAVSTVO;27.5.2021;27.5.2021;NAPA Webex;sertifikat;1;20;3,87;Virtuelna učionica;2021
2021-02-1610;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;PROGRAM OBUKE FUNKCIONERA I SLUŽBENIKA NA POLOŽAJU U JLS, SLUŽBENIKA KOJI SU RASPOREĐENI NA RADNA MESTA RUKOVODILACA ORGANIZACIONIH JEDINICAU GRADSKOJ, ODNOSNO OPŠTINSKOJ UPRAVI ILI UPRAVI GRADSKE OPŠTINE I SLUŽBENIKA KOJI SE PRIPREMAJU ZA RASPOREĐIVANjE NA RADNA MESTA RUKOVODILACA U JLS;LIČNI RAZVOJ I VEŠTINE;MOTIVACIJA ZAPOSLENIH;27.5.2021;27.5.2021;NAPA Webex;bez potvrde;1;20;3,45;Konsultacije;2021
2021-02-1409;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;E-UPRAVA I DIGITALIZACIJA;IT SIGURNOST;28.5.2021;28.5.2021;NAPA Webex;sertifikat;1;113;3,86;Virtuelna učionica;2021
2021-02-0907;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;SISTEM JAVNE UPRAVE;RODNA RAVNOPRAVNOST;31.5.2021;31.5.2021;NAPA Webex;sertifikat;1;85;3,65;Virtuelna učionica;2021
2021-02-0623;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PROGRAMIMA I PROJEKTIMA I MEĐUNARODOM RAZVOJNOM POMOĆI;UPRAVLjANjE MEĐUNARODNOM RAZVOJNOM POMOĆI I FONDOVIMA EU;OSLOBAĐANjE OD PDV – A I CARINE U DECENTRALIZOVANOM/ INDIREKTNOM UPRAVLjANjU;1.6.2021;1.6.2021;NAPA Webex;potvrda;1;56;3,76;Virtuelna učionica;2021
2021-02-0511;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;JAVNE NABAVKE;JAVNE FINANSIJE;JAVNE NABAVKE - IZRADA PLANA;2.6.2021;2.6.2021;NAPA Webex;sertifikat;1;64;3,58;Virtuelna učionica;2021
2021-02-1203;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;POSLOVNA KOMUNIKACIJA;LIČNI RAZVOJ I VEŠTINE;PISANA KOMUNIKACIJA;2.6.2021;2.6.2021;Uprava za trezor Inhouse;sertifikat;1;13;3,95;Klasična učionica;2021
2021-02-1608;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;LIČNI RAZVOJ;LIČNI RAZVOJ I VEŠTINE;PLANIRANjE LIČNOG RAZVOJA I KARIJERE;2.6.2021;2.6.2021;NAPA Webex;potvrda;1;19;3,75;Virtuelna učionica;2021
2021-02-0105;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;JAVNE POLITIKE;SISTEM JAVNE UPRAVE;SREDNjOROČNO PLANIRANjE;3.6.2021;4.6.2021;NAPA Webex;sertifikat;2;44;3,49;Virtuelna učionica;2021
2021-02-1406;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PODACIMA;E-UPRAVA I DIGITALIZACIJA;KAKO DA KORISTITE PIVOT TABELE U EKSELU?;4.6.2021;4.6.2021;NAPA Webex;sertifikat;1;30;3,85;Virtuelna učionica;2021
2021-02-1004;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE LjUDSKIM RESURSIMA;SISTEM JAVNE UPRAVE;MOBING – SPREČAVANjE I ZAŠTITA OD ZLOSTAVLjANjA NA RADU;7.6.2021;7.6.2021;NAPA Webex;potvrda;1;84;3,78;Virtuelna učionica;2021
2021-02-1406;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE PODACIMA;E-UPRAVA I DIGITALIZACIJA;KAKO DA KORISTITE PIVOT TABELE U EKSELU?;7.6.2021;7.6.2021;NAPA Webex;sertifikat;1;30;3,80;Virtuelna učionica;2021
2021-02-1102;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;SISTEM JAVNE UPRAVE;SPREČAVANjE SUKOBA INTERESA, PROVERA IMOVINE FUNKCIONERA I REGISTRI;8.6.2021;8.6.2021;NAPA Webex;potvrda;1;47;3,70;Virtuelna učionica;2021
2021-02-1601;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;LIČNI RAZVOJ;LIČNI RAZVOJ I VEŠTINE;OTKRIJTE SVOJE „NAJBOLjE JA“;9.6.2021;9.6.2021;NAPA Webex;potvrda;1;124;3,71;Virtuelna učionica;2021
2021-08-0101-01;PROGRAM OBUKE RUKOVODILACA U JEDINICAMA LOKALNE SAMOUPRAVE;INOVACIJE I DIGITALNO DOBA;SISTEM JAVNE UPRAVE;OSNOVE JAVNIH POLITIKA - Upravljanje javnim politikama;10.6.2021;10.6.2021;NAPA Webex;potvrda;1;28;3,31;Virtuelna učionica;2021
2021-02-1006;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;LIČNI RAZVOJ;LIČNI RAZVOJ I VEŠTINE;ANTI – STRES RADIONICA;11.6.2021;11.6.2021;NAPA Webex;potvrda;1;82;3,78;Virtuelna učionica;2021
2021-02-0907;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;SISTEM JAVNE UPRAVE;RODNA RAVNOPRAVNOST;14.6.2021;14.6.2021;NAPA Webex;sertifikat;1;38;3,26;Virtuelna učionica;2021
2021-08-0101-03;PROGRAM OBUKE RUKOVODILACA U JEDINICAMA LOKALNE SAMOUPRAVE;INOVACIJE I DIGITALNO DOBA;JAVNE FINANSIJE;OSNOVE JAVNIH FINANSIJA - Osnove finansijskog upravljanja;14.6.2021;14.6.2021;NAPA Webex;potvrda;1;18;3,59;Virtuelna učionica;2021
2021-02-1414;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;INOVACIJE I DIGITALNO DOBA;E-UPRAVA I DIGITALIZACIJA;KORIŠĆENjE BAZA PODATAKA;15.6.2021;16.6.2021;NAJU, NAPA Webex;sertifikat;2;21;3,93;Hibridna obuka;2021
2021-02-0800;PROGRAM KONTINUIRANOG STRUČNOG USAVRŠAVANjA DRŽAVNIH SLUŽBENIKA U DRŽAVNIM ORGANIMA;UPRAVLjANjE LjUDSKIM RESURSIMA;UPRAVLjANjE U JAVNOJ UPRAVI;RAZVOJ POSU - Razvoj posebnih POSU;16.6.2021;16.6.2021;NAPA Webex;bez potvrde;1;21;3,61;Virtuelna učionica;2021
2021-00;POSEBNI DOGAĐAJI;KONFERENCIJE;0;Modernizovana javna uprava na usluzi građanima i društvu;17.6.2021;17.6.2021;Zoom, YouTube;bez potvrde;1;71;;Hibridna konferencija;2021
